"","OEC3","Astro1","Astro3","OEC1","EC2","MicroG2","MyOligo","MicroG1","OEC5","MicroG3","Mes1","OEC2","OEC4","EC1","Mφ","OPC","Mono","Mural2","Mural1","Astro2","RBCs","Mes2","n03-GC-1","n02-PGC-1","n07-GC-2","n17-M/TC-3","n06-Transition","n01-OSNs","n13-AstrocyteLike","n09-GC-3","n14-GC-7","n10-GC-4","n05-PGC-2","n18-EPL-IN","n04-Immature","n16-M/TC-2","n08-PGC-3","n11-GC-5","n12-GC-6","n15-M/TC-1"
"merge_spot2",0,0,0.136040823392443,0,0,0,0,0,0,0,0.0944893400075447,0,0,0,0.0835879244194464,0,0,0,0,0.0422194179593605,0,0,0.206858878334488,0,0,0.0467162568698192,0,0,0,0,0.124003604371643,0,0,0.0243854083746446,0,0,0.168742637154834,0,0,0.0723161517840109
"merge_spot3",0,0.029663011997025,0,0,0,0,0,0.00971133946063419,0,0,0.10319004080997,0,0.0477836989111666,0,0,0.130580838195138,0,0,0.0238164442296363,0,0,0,0.251128433702821,0.0316755392988186,0,0,0,0.0360633193190295,0,0,0,0.138850808850488,0,0.00746455551683442,0.0356142922309831,0.0192987557024709,0,0,0,0.134778588841275
"merge_spot5",0,0.200118286866638,0,0,0,0,0.0516655063087115,0,0,0,0.0626932945639575,0,0,0,0,0.0469289569511931,0,0.107611170914622,0,0,0,0,0.0776079110085657,0,0,0.0460517627927463,0,0,0,0,0,0,0.212709568042575,0.0441461904542286,0.0712666979678785,0.076868651488399,0,0,0.00179213785129346,0
"merge_spot6",0,0,0,0,0,0,0.115930003710137,0,0,0,0.0363863605888868,0,0.0354877204365358,0,0,0.124097075591417,0,0,0,0,0,0,0,0,0,0.11150580001002,0,0.0638488181843644,0,0,0,0,0,0,0.0972587904251716,0,0.139118211564914,0,0.0180729815146397,0.257509318920163
"merge_spot7",0,0.143972709291156,0,0,0,0,0,0,0,0,0.0506084454937266,0,0,0,0.017718135672874,0,0,0.00707855583025453,0,0.0404941290671224,0,0,0,0.0923391149005744,0,0,0,0.0378673124475075,0,0.275259085932227,0,0.244011103917971,0,0.0122133311315741,0,0.00100674587029029,0,0,0,0.0765729990652358
"merge_spot8",0,0,0,0,0,0,0.0216398932082331,0,0,0,0.0469452875884548,0,0,0,0.00336877364626666,0,0,0,0,0,0.234554605491998,0,0,0,0,0.101931161125311,0,0.0880776161871467,0.355713558011676,0,0.0673357964579849,0,0,0.00400511874780199,0.0137840078080051,0,0.0621311160650525,0,0,0
"merge_spot9",0,0,0,0,0,0,0.0201401280501199,0,0,0,0.0192237012467036,0,0,0,0,0,0,0.0380554651721266,0,0.0486517628409595,0,0,0.203527344210069,0,0,0.0888949582672555,0,0,0,0,0.0441013513682759,0,0.143860963786933,0,0,0,0,0.273235225392374,0.119064077145772,0
"merge_spot10",0,0,0,0,0,0,0.0155640645506058,0,0,0,0.0232873012252044,0,0.0674877333541425,0,0,0,0,0.0599874760732629,0,0,0,0.0595776477982812,0,0.173567144440319,0,0.0208570595347825,0.18037160496897,0.0539153266410732,0,0,0.0613814504340551,0,0,0,0.0927810328965558,0.117619868360627,0,0.0588760107672818,0.0115335303718762,0.0026836250164533
"merge_spot11",0,0.0855002034892736,0,0,0,0,0.0382930194534518,0,0,0,0.0844482695117906,0,0.0013540967708522,0,0,0,0,0,0,0,0,0,0,0,0.229615049700968,0.0277461586421675,0.209458476308165,0,0,0,0,0,0,0,0,0,0.253875616122808,0,0,0.068858434499142
"merge_spot12",0,0,0,0,0,0,0,0.035958160523127,0,0.0882089266160082,0.0159380669197273,0,0,0,0,0,0,0,0,0.0539539982567388,0.20943957350403,0,0.0404649568752378,0,0,0,0,0.0598493189928005,0,0,0,0,0.02386640570153,0.0571854586217408,0,0.0610319815493657,0.0157537162009201,0.33797137494518,0,0
