"","OEC3","Astro1","Astro3","OEC1","EC2","MicroG2","MyOligo","MicroG1","OEC5","MicroG3","Mes1","OEC2","OEC4","EC1","Mφ","OPC","Mono","Mural2","Mural1","Astro2","RBCs","Mes2","n03-GC-1","n02-PGC-1","n07-GC-2","n17-M/TC-3","n06-Transition","n01-OSNs","n13-AstrocyteLike","n09-GC-3","n14-GC-7","n10-GC-4","n05-PGC-2","n18-EPL-IN","n04-Immature","n16-M/TC-2","n08-PGC-3","n11-GC-5","n12-GC-6","n15-M/TC-1"
"merge_spot2",0,0.280507023036989,0.0919099198417448,0,0,0,0,0,0,0.17922994739862,0,0,0,0,0,0.0145338315055763,0,0,0,0,0,0,0.0568019091827177,0,0.0905480901318541,0.0322264305338076,0,0,0.0642407118606404,0,0.0488697022881815,0.0741890313245597,0.0221431603591867,0,0,0,0.043657646126171,0,0,0
"merge_spot3",0,0.334006158373674,0.020709357105072,0,0,0,0,0,0,0.196219158069709,0,0,0,0,0,0,0,0,0,0.163176331932727,0,0,0.0312408966479417,0,0,0.0098567961074898,0,0,0.121607979890111,0,0,0,0,0.0209434560743238,0,0,0.0334189601594801,0,0,0.0683100480347919
"merge_spot4",0,0.033263458542191,0.517406836526453,0,0,0.0116741073543212,0,0,0,0.0154288679524085,0,0,0,0.0293760212047095,0,0,0,0,0,0.108355648970251,0,0,0.0656875900619599,0.0202407497033701,0,0.0838886169171024,0,0,0,0,0,0,0,0,0,0,0.0759055866693609,0,0,0.0379404069660178
"merge_spot5",0,0.336430030800406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556353024054582,0,0,0.0907423405831329,0,0.159037762137255,0,0,0.262228411810112,0,0,0,0,0,0,0.0241297947991865,0,0,0.0217506443455913,0.0485549642892408
"merge_spot6",0,0,0.116574736624586,0,0,0,0,0,0,0.131397287279225,0,0,0,0,0,0,0,0,0.0036670106554679,0,0,0,0.158646845390552,0.00172177913977851,0,0.37381266058845,0,0,0.154668824398438,0,0,0,0,0,0,0.042032925709716,0.0171091376988554,0,0,0
"merge_spot7",0,0,0.179839676426695,0,0,0.00490308720220209,0,0,0,0.044251869914305,0,0,0,0,0,0.00285501271074226,0,0,0,0.0345434824366242,0,0,0.0436275437436923,0,0,0.272752615138004,0,0,0.073700051928881,0.0199468392790083,0,0.0989153464220358,0.0435301833514244,0,0.0282797792280096,0.0365214296635481,0,0,0,0.115556657095714
"merge_spot8",0,0,0.330494171825253,0,0,0.0087576214039551,0,0,0,0,0,0,0,0.0214748267124439,0,0.0072180243205114,0,0,0,0,0,0,0,0.293340260591782,0,0.0519870972563489,0,0,0,0,0,0.0264699167513503,0,0.0412782325522895,0,0.0448751344101132,0.115187945376139,0,0,0.0582258205416645
"merge_spot9",0,0,0.0706159514821045,0,0,0.00920427159658671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154068510848628,0.0557438238631401,0,0.32263702419258,0,0,0.130947401516068,0,0,0.131093928717995,0,0,0,0.0777012895219739,0.137891719757469,0,0,0.0480652981212934
"merge_spot10",0,0.0417392541286424,0.0650054606096099,0,0,0,0,0,0,0.0508778748855394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223829069643015,0,0.180987884481125,0,0,0.229993487477592,0,0,0,0.0152421998153933,0,0,0.0525769050865015,0,0,0.0352657339126568,0.103607618572488
"merge_spot11",0,0,0.147396951652217,0,0,0,0,0,0,0,0,0,0,0.0175858968553306,0,0.0146795340787747,0,0,0,0,0,0,0.0547873624211943,0.0692319294062561,0,0.116037069448812,0,0.103702725762652,0.0499040683394648,0,0,0,0.0335227432819466,0,0,0.0836832628687477,0.0963491964903965,0,0.117630038962607,0.0945416925454699
