"","OEC3","Astro1","Astro3","OEC1","EC2","MicroG2","MyOligo","MicroG1","OEC5","MicroG3","Mes1","OEC2","OEC4","EC1","Mφ","OPC","Mono","Mural2","Mural1","Astro2","RBCs","Mes2","n03-GC-1","n02-PGC-1","n07-GC-2","n17-M/TC-3","n06-Transition","n01-OSNs","n13-AstrocyteLike","n09-GC-3","n14-GC-7","n10-GC-4","n05-PGC-2","n18-EPL-IN","n04-Immature","n16-M/TC-2","n08-PGC-3","n11-GC-5","n12-GC-6","n15-M/TC-1"
"merge_spot2",0,0.0530053558547669,0,0,0,0,0.00748725770296905,0,0,0.0211464295587353,0.102769514707494,0,0,0,0.0501614224688954,0,0.0311318031063808,0,0,0,0,0.0271568476405998,0.0108277145327208,0.298263411901524,0,0,0,0,0,0,0.023010467861856,0.0523521615283981,0.108877846471806,0,0.0216279729984336,0.105387737440762,0,0,0,0.0858786796413654
"merge_spot3",0,0.0837718816673096,0.0423606763998387,0,0.00355740551016988,0.0196245968631971,0,0.0159594239364486,0,0,0.0435094948806793,0,0,0.0313916331281093,0,0,0,0,0,0,0.153804793269564,0,0.145359084722751,0.127226194364843,0,0,0,0,0.0696523392871388,0,0,0.0648450531802367,0.0103370870645579,0.0500004914810235,0,0.0360540683888008,0.0106630349175966,0,0,0.0914341784526157
"merge_spot4",0,0,0.0189951240812202,0,0,0,0,0,0,0,0.0617135431673308,0,0,0.0390239652431201,0,0.0207228199824607,0.0655099587103065,0,0,0.101859248070762,0,0.0213891274227206,0.192036197796457,0.0325906470064566,0,0.0392245535724922,0,0,0,0,0,0,0.0189537178001396,0.045457946491513,0,0.0650330423738989,0.212104027463618,0,0.0541932393050952,0.0108252387287604
"merge_spot5",0,0,0.0999449255539107,0,0.0675754497158651,0.058315914856363,0.00605367751720243,0,0,0,0.0436385873803881,0,0.0143104604368229,0,0.0120917263188322,0,0,0,0,0,0.0931693810691346,0,0.0287200132686138,0.193325205907976,0,0.0715159239881103,0,0,0,0.0153812462202643,0,0.138433519691903,0,0,0.0347461177584887,0.0231838628486621,0.0437852774151544,0,0,0.0551850568915577
"merge_spot6",0,0.0677413122070572,0,0,0.0662379751864152,0,0.0104080742028008,0,0,0,0.0849337592691467,0,0.027777508258857,0.0835145330815635,0,0,0,0,0,0.00730539166021798,0.0876826935405927,0,0.144433727691447,0.0745816674434135,0,0.00246475762865075,0,0,0,0,0,0.150694121635069,0.00450759712508909,0.0810442779737423,0,0.0480129047579013,0,0,0,0.058122188048092
"merge_spot7",0,0.0217939279862045,0,0,0,0,0,0,0,0,0.0816188040870264,0,0,0,0.0136534921933212,0.0428537310746621,0,0,0,0.081352717155994,0,0.0563824576196139,0.142103751763672,0.0997427043708131,0,0.0801503929744712,0,0,0,0.0496733869491544,0,0.0273097869390796,0.0282631720339337,0.023721243387795,0.036501199574605,0.0244492814383101,0.14281139536485,0,0,0.0470880903356784
"merge_spot8",0,0.0323577063873216,0,0,0,0,0.00880825798387391,0.0123593046268819,0,0,0.0978030929760046,0,0,0,0,0.0226621316689205,0,0.0539329117428762,0.0114225376335149,0,0,0,0.179078713268039,0.180163899042138,0,0.0733268779808201,0,0,0.0555463678434001,0,0,0,0,0.0463325693166049,0.101461515616682,0.0355568372203527,0.00374798245004432,0,0,0.0847601188551943
"merge_spot9",0,0,0,0,0,0,0.013865045364482,0,0,0.0250509159130351,0.061561061423208,0,0,0,0,0,0,0,0.0641841871895824,0.0407804420415339,0.340199562937066,0,0.00758872184681357,0.172304585796956,0,0.0198205539680576,0,0,0,0,0,0,0.0740477310959319,0.0219022380092423,0.0183636530967482,0.0522084537188904,0,0,0,0.0871018407004823
"merge_spot10",0,0.142807600435809,0.0169716858962344,0,0,0,0.0109859293242651,0,0,0,0.0630834170756777,0.00485731932214365,0,0,0,0.0510326882689207,0,0.0191031035305567,0.00454414028768307,0,0,0.0361042960547506,0.23441654992676,0.010644019536794,0,0.0927252261081224,0,0,0,0.0258473951545113,0,0.0743946653027342,0.0514472685786675,0.0380133341865668,0,0.0392283381529383,0.0740764923590558,0,0,0.00941899949574877
"merge_spot11",0,0.0224176957434882,0.00568730004595114,0,0.0546977199124362,0,0,0,0,0,0.0729515647988059,0,0,0,0,0,0,0,0,0.188763345496227,0,0,0.127525517878445,0,0,0.112315064872625,0,0,0,0,0,0.142165437599878,0.0584980229826548,0,0,0.0622881889371008,0,0,0.0484700343265906,0.102918931133559
"merge_spot12",0,0.0460591644591077,0.114005806453566,0,0,0,0.00295599170467144,0,0,0,0.0399515010723785,0,0,0.00841670813661758,0,0,0.0321636310499885,0,0.00110250636670801,0,0,0,0.176369830734846,0.0360689231450024,0,0,0,0,0.156246230101918,0.00559807580515794,0,0.199598788753336,0.0405640551637172,0.0442179594897152,0,0.0475331621074555,0,0,0,0.0486385961891324
"merge_spot13",0,0.0188356505873258,0.225602870254749,0,0,0,0,0,0,0,0.0731015068518088,0,0,0.00921607999089098,0,0.0889977233660285,0,0.0226175240600836,0,0,0,0,0.176210243168527,0,0,0.0385423220301647,0,0,0,0,0,0.0981403803103845,0,0,0.094062262190831,0.057237300247926,0,0.046389726331193,0,0.0504364000275982
"merge_spot14",0,0,0.0936197726962048,0,0,0,0.0279890954764971,0,0,0.0343263635015501,0.0713555031142874,0,0.00470162058590409,0.0213943416476463,0,0,0,0,0,0,0,0.0329527593447695,0.0766783338563743,0.0473412489094149,0,0.0370780473070221,0,0,0.119020174369708,0,0,0.118134112291434,0.133011680752324,0,0.00379696561548456,0.0892515954563528,0.083186256629582,0,0,0.00541986273375505
"merge_spot15",0,0.00759686745564259,0,0,0,0,0.0123415704361661,0,0,0,0.0770773446380829,0,0,0.0568949305511012,0,0.0104509941247439,0.0430578142124698,0,0,0,0.0309029422602119,0.0305966727915028,0.053862381623829,0.126507110712107,0,0.0647287282751563,0,0,0.0996560048868407,0.0632110183477789,0,0.081187708631591,0.105631180907861,0.0126493889826707,0.00802966766788084,0,0.0176555163906578,0,0.0493165878314204,0.0479863128696229
"merge_spot16",0,0.021288833013447,0,0,0,0,0,0,0,0,0.03672439496471,0,0,0,0,0.00108461842827936,0,0,0,0.140195884559986,0.453754381263469,0.00434534299317164,0.0852915578757034,0,0,0.0180262708638545,0,0,0.0199896430993848,0.00180173957297541,0,0.0188666945210329,0.0430261710493879,0,0,0.0880961053335005,0.00443501466156643,0,0.0379323707899528,0.0240955997023983
"merge_spot17",0,0.0423805752973737,0,0,0,0,0.0163466600155669,0,0,0.00526109561594863,0.0581000901684578,0,0,0.00314125281331969,0,0,0.106474167460207,0,0,0,0,0.0220705345345506,0.208847668273971,0.0691594635085453,0,0.112939323080477,0,0,0.0607184712175178,0,0,0.102052696501064,0,0.0034342517103495,0.0344020738723925,0.0358332965056235,0,0.0257672395259471,0,0.0927174904893416
"merge_spot18",0,0,0.021401487987324,0,0,0,0,0,0,0,0.0572022843664946,0,0,0.00371073890612477,0,0.0804310872490005,0,0,0.0316303355258538,0,0.324089540652863,0.0207678234392447,0.00626186092232083,0.125474583176275,0,0.0177581890329839,0,0,0,0,0,0,0.09917834305254,0,0,0.0493282022989227,0.126225678887064,0,0.0172626552140547,0.0188572094454063
