"","OEC3","Astro1","Astro3","OEC1","EC2","MicroG2","MyOligo","MicroG1","OEC5","MicroG3","Mes1","OEC2","OEC4","EC1","Mφ","OPC","Mono","Mural2","Mural1","Astro2","RBCs","Mes2","n03-GC-1","n02-PGC-1","n07-GC-2","n17-M/TC-3","n06-Transition","n01-OSNs","n13-AstrocyteLike","n09-GC-3","n14-GC-7","n10-GC-4","n05-PGC-2","n18-EPL-IN","n04-Immature","n16-M/TC-2","n08-PGC-3","n11-GC-5","n12-GC-6","n15-M/TC-1"
"merge_spot17",0,0.0399060038135493,0,0,0,0,0,0,0,0,0.0061946133567975,0,0,0,0.0543039370467023,0,0,0,0,0,0,0.00661538103768107,0.105804913846367,0,0,0.20042785690885,0,0.204360459089021,0,0,0,0,0,0,0.0104486578182211,0.11976496586426,0.0993548485048793,0.15217546174044,0,0
"merge_spot18",0,0,0,0,0,0,0.0062756502680925,0,0,0,0.00884208410201673,0,0,0,0,0,0.093303729024544,0,0,0,0,0,0,0,0,0.0709636446475289,0,0.0903969031835831,0.0968495780043818,0,0,0.22187394639695,0,0.0328344052221934,0,0,0,0.378150052041885,0,0
"merge_spot20",0,0,0.107967392434352,0,0,0,0.0173779231758776,0,0,0,0.0132466258285379,0,0.0116946900466392,0.0165699920821361,0.00222350258554463,0,0,0,0,0,0,0,0,0.177838783905635,0.135121881696313,0,0,0.203954443974395,0,0,0,0.09956284736627,0,0,0.0956255851935461,0,0.0663350586383458,0.0220072332584295,0,0.0302499257847065
"merge_spot21",0,0,0.14178622105002,0,0,0,0,0.027816616171413,0,0,0.00510956832250142,0,0,0,0,0,0,0,0,0.0452232801001681,0,0,0,0.160822288281738,0,0,0.0555731938728808,0.151087341779873,0,0,0,0.0734040903211436,0.00356756144719873,0.0690704446203942,0,0,0,0.196584840796868,0,0.069445267126802
"merge_spot22",0,0.00467784868451434,0.0547370029271207,0,0,0,0.0107387193918792,0.115613661789844,0,0,0.00673431268610796,0,0,0,0,0,0,0,0,0,0.235107453204547,0.0299070101287394,0.0585882646371656,0,0,0,0.00520456718014817,0,0.121960318678826,0,0,0.0197974923284415,0,0.030093874623818,0,0.00421645881875548,0.246706983317715,0.0177172297108814,0.028612811226243,0.00889313736503616
"merge_spot23",0,0.0304815220171736,0,0,0,0,0.0254733949052009,0,0,0,0.00866735314707496,0,0,0,0,0,0,0,0,0,0,0,0.0650131221485122,0,0,0,0,0.0980638336287477,0.242597535848004,0,0,0.180606964918426,0,0.0712294340449815,0,0,0,0.105881381431673,0.0591574439426903,0.112285582080761
"merge_spot24",0,0.0599070043547265,0,0,0,0,0,0,0,0,0.0201445909456943,0,0,0,0,0,0,0,0.121792463834542,0,0,0.112812223072401,0.13684087778548,0,0.286061759834317,0,0,0,0,0,0,0,0,0,0,0,0,0.261366699642433,0,0
"merge_spot25",0,0,0.0811268825089811,0,0,0,0,0,0,0,0.00451465305653964,0,0,0,0,0,0,0,0,0,0,0.0366193310477363,0,0,0,0,0,0,0.413965577063666,0,0.105541761800386,0.0860421198828027,0,0,0,0.0115152312862168,0,0.131097717801603,0,0.129146555744677
"merge_spot26",0,0,0,0,0.00186208468994368,0.157260929413409,0.0166206469642412,0,0,0,0.044145432467957,0,0,0.022934133756246,0,0,0,0,0,0,0,0,0.0325886584468946,0,0,0,0,0,0,0.00547710844407579,0,0,0,0.0317283367202511,0,0.0239177508638712,0,0.630810098956465,0,0.0320226000429706
"merge_spot31",0,0,0,0,0,0,0.028750675088241,0,0,0,0.0115172731850215,0,0,0,0.0177713910871394,0,0,0,0,0.0751515764452417,0,0,0.214943867575589,0,0,0.0774835106562659,0,0.0813910798592123,0,0,0,0.256573183178051,0,0,0,0,0,0.235937121482189,0,0
