"","OEC3","Astro1","Astro3","OEC1","EC2","MicroG2","MyOligo","MicroG1","OEC5","MicroG3","Mes1","OEC2","OEC4","EC1","Mφ","OPC","Mono","Mural2","Mural1","Astro2","RBCs","Mes2","n03-GC-1","n02-PGC-1","n07-GC-2","n17-M/TC-3","n06-Transition","n01-OSNs","n13-AstrocyteLike","n09-GC-3","n14-GC-7","n10-GC-4","n05-PGC-2","n18-EPL-IN","n04-Immature","n16-M/TC-2","n08-PGC-3","n11-GC-5","n12-GC-6","n15-M/TC-1"
"merge_spot2",0,0.0627601426017686,0,0,0,0,0.016306770575762,0,0,0,0.0169150958456699,0,0,0,0,0,0,0,0,0.0668231301322485,0.323430218559435,0.00766243825131184,0.159374744906529,0,0,0.0391683375515477,0.025973604625178,0,0,0.0727851602010304,0,0,0.00262326028309589,0.0316069311185469,0.00550121161858965,0.00382538153284221,0,0,0.0702136677049219,0.0945309632658778
"merge_spot3",0,0.170531902465798,0,0,0,0,0,0,0,0,0.0186451739637798,0,0.0255081105048065,0.0774511543455609,0,0,0,0,0,0,0,0,0.0227230428557739,0.231319750772001,0,0.142205273155666,0,0,0,0,0,0,0.181265176238021,0,0,0,0.0379383763519255,0,0,0.0911787865400825
"merge_spot4",0,0.0386571480967126,0,0,0,0,0.00718221979255161,0.00687183865806107,0,0,0.00937893368345085,0,0,0,0.0242938461198068,0.0820669809019146,0,0,0.0322915676129287,0,0,0.0275378885132553,0,0.173883745686943,0,0.0371362844398431,0,0,0.261427848430126,0.029007843546851,0.00407940362953571,0.122361528254254,0,0,0,0.0398062605383853,0.038691174131598,0,0,0.0644925098747785
"merge_spot5",0,0.081783798709967,0,0,0,0,0.00905226388371478,0,0.00493375642414764,0,0.00711741298179745,0,0,0,0,0,0,0,0,0,0.473146428759471,0,0,0.128897180036361,0,0.0360899582788347,0,0,0,0.0388222851207385,0.0523901215264216,0,0.0156394869364148,0,0,0.0171525608520749,0,0.0463779514990992,0,0.0879102722302439
"merge_spot6",0,0,0.055915106371741,0,0.120070664814347,0,0,0,0,0,0,0,0.0325545378244155,0,0,0,0,0,0,0.191542658646007,0,0,0,0.260090858926145,0,0,0,0,0,0,0,0,0.13265124502024,0,0,0.0278556342114113,0,0.149841351110201,0,0.0288014859637628
"merge_spot7",0,0.089966892026401,0,0,0,0,0.0079333338347536,0,0,0.00523159431065726,0.0239134098435978,0,0,0.0766440792714315,0,0,0,0,0,0,0,0,0.125926775912769,0,0,0.0382948137476014,0,0,0,0,0,0.109024079205551,0.0454225864620301,0,0,0.143620058662632,0.0380957087804316,0,0.0829432591898729,0.211289409128319
"merge_spot8",0,0,0,0,0,0,0.0920249682364983,0.0755397129293066,0,0,0.020377666946139,0,0,0,0.00338761051028711,0,0,0,0,0.10058521890068,0,0.00368818454566668,0.0751321101317923,0,0,0,0,0.0424703535272505,0.0275132464815021,0,0,0,0.160467629796201,0.0305741606505924,0.0609898089355395,0.0389437469192823,0.0535513583211808,0,0,0.213198678057664
"merge_spot9",0,0.053929998331318,0.0738619514421974,0,0,0,0.0120943445340337,0,0,0,0.0315172784293166,0.018878955370198,0,0,0,0,0,0,0,0.0564418868966248,0,0.0602214145706336,0,0.119714571017497,0,0.0802887749200444,0,0.0173191462241639,0,0.0254350166173915,0,0,0.256152676489951,0,0,0,0,0,0.0916605020861035,0.101323282371935
"merge_spot10",0,0.0290032347543555,0,0,0,0,0.00265793306664836,0,0,0,0.0487061580967869,0,0,0,0,0.147287886017064,0,0.0185747461995144,0,0.100124022037225,0,0,0,0.00606745028847704,0.00585856628546833,0.00314015243351099,0.0154624925535464,0.00129935179894415,0,0,0,0.0910400124751631,0.0990593682581325,0,0,0.140481749067535,0,0.226375595466636,0,0.0639539853010311
"merge_spot11",0,0,0.0807635939905973,0.0119213192092371,0,0.0808120336929217,0,0,0,0,0.00555107762565698,0,0,0,0,0.0114793288702918,0.0105800441665423,0,0,0,0,0,0.0389737814239186,0.259151037895899,0,0.124799765737858,0.0110468785745638,0,0,0.0177001257694333,0.0620238144594103,0.0617810186418078,0.0193692206651084,0,0,0.0414846041618523,0.106677162854137,0,0,0.0549184964045983
