"","B cell_Jchain high","Erythroid cell_Hbb-bs high","Hepatocyte_Alb high","Hepatocyte_Fabp1 high","Kupffer cell","Erythroid cell_Hbb-bt high","Endothelial cell","Granulocyte","NK cell_Gzma high","Macrophage_Chil3 high","Dendritic cell","B cell_Fcmr high","T cell_Trbc2 high","Plasmacytoid dendritic cell_Siglech high","Hepatocyte_Spp1 high","Hepatocyte_Car3 high","Hepatic stellate cell"
"17x47",0,0,0.610651868413364,0.0534969420330611,0,0,0,0.00278451730886956,0,0,0,0,0,0,0.00570981743412793,0.29440082730779,0.0327608186713148
"17x49",0,0,0.673347441132512,0.0460764598276501,0.0524373988185518,0,0,0,0,0,0,0,0,0,0.0076041002978181,0.216438004599716,0.00383592392844627
"17x51",0,0,0.771266924307443,0.0401241169247996,0,0,0,0,0,0,0,0,0,0,0.0128058039836624,0.165295349815055,0.0100914100407206
"17x53",0,0,0.671229236526736,0.00697348544128475,0,0,0,0,0,0,0.0199675577265002,0,0,0,0,0.282000363712644,0.0194218970531849
"17x55",0,0,0.728971482249516,0.00351417820290562,0.0113421291969251,0,0,0,0,0,0,0,0,0.0219591893598868,0.00262922261212615,0.228122377622906,0.00312636827098871
"17x57",0,0,0.669564445875199,0,0,0,0,0,0.0065233882502137,0,0,0,0,0,0,0.30971258954799,0.0136209628185993
"18x40",0,0,0.608643077825762,0.0911286240287849,0,0,0.0213358687570803,0.0145877414481525,0,0,0,0,0,0,0.0183160295206933,0.244110610006013,0.00170807718028664
"18x42",0,0,0.639062883601257,0.0623282600612648,0,0.0126252816090088,0,0.0455431072796744,0,0,0.0132910043693238,0.00579863954796357,0,0,0,0.212717249825477,0.00838360628598557
"18x44",0,0,0.642500580563323,0.0476156455751656,0.0155007024956508,0,0,0,0,0,0.0523175325857545,0,0,0,0.00283338889683332,0.223749023418547,0.0152322376406586
"18x46",0,0,0.557601934443059,0.0493054461719806,0,0.0436703110851349,0,0,0,0,0.00432293645313324,0,0,0.0360875817540843,0,0.308275779362543,0
"18x48",0,0,0.674259893276623,0.0608457187151497,0,0,0,0,0,0.0230615295688187,0,0,0,0,0.0238152617254968,0.217735921545757,0
"18x50",0,0,0.68482840754988,0.0180725016169687,0,0,0.00226143960661638,0,0,0,0,0.00473168565854485,0.028902277758746,0,0.0247775742768431,0.226240653134975,0.00988919446846804
"18x52",0,0,0.73003154386894,0.0256231987337702,0,0,0,0,0,0,0,0,0,0,0.00277551369448652,0.239108454466415,0.00205371212477587
"18x54",0,0,0.747740585036904,0.0080915605005446,0.013066152447258,0,0,0,0,0,0,0,0,0,0.0119696441971609,0.207728433627505,0.0110297638994629
"18x56",0,0,0.72380351806823,0,0.014693763230655,0,0,0,0,0,0.0348723350866524,0.0256211380069845,0,0,0,0.200590642557583,0
"18x58",0,0,0.725153840048934,0,0,0,0,0,0,0,0,0,0,0,0,0.256641370055306,0.0176837138162609
"19x39",0.0103788304022382,0,0.61297524495768,0,0,0.0265095676051805,0,0,0,0.0169533895025531,0,0,0,0,0,0.315433721548768,0.0174144174671657
"19x41",0,0,0.712768179900994,0.031955995678178,0,0,0.00184492104448355,0,0,0,0,0,0,0.00358752028613077,0.0214320739630121,0.206062425618723,0.0220498438172577
"19x43",0,0,0.638357878628941,0.0198901758929517,0,0,0,0,0,0,0,0,0,0,0,0.312138555101861,0.0291310735193553
"19x45",0,0,0.694857848703599,0.0228333970844818,0.0331791880146779,0,0,0,0,0,0,0,0.0061508178943237,0,0.00119812930038805,0.241348615315389,0
"19x47",0,0,0.697806361783722,0.0156204019075277,0.0095981762488395,0,0,0,0,0,0,0,0,0,0.0212333103284846,0.248560663304191,0.00699927806354007
"19x49",0,0,0.702122868085839,0,0,0,0,0,0,0,0,0,0,0,0.0255196941198728,0.259631125177797,0.0114111123409897
"19x51",0,0,0.733268898242683,0.0373260597839828,0,0.00801415819684499,0.00735961094329248,0,0,0,0.00782808171577991,0,0,0,0,0.178426404014709,0.0273172103783146
"19x53",0.00299454474554252,0,0.7477708571054,0,0,0,0,0.0179248318776236,0,0,0,0,0,0,0.027738067799313,0.192173338324308,0.0112476207651887
"19x55",0,0,0.726169413245516,0.0340644440903693,0.0487695602138129,0,0,0,0,0,0,0,0,0,0,0.188090947579484,0.00248701437003743
"19x57",0,0,0.743534577761773,0.0683180850655775,0.0327595528586912,0,0.00264861036016977,0,0,0,0,0,0,0,0,0.138566256977382,0.0137379403888968
"20x38",0,0,0.669075357706974,0.0690457297907888,0,0.0181184677754243,0,0,0.0420670201257512,0.0106985038548579,0,0,0,0,0,0.166708021145848,0.0240433059065776
"20x40",0,0,0.622709858177045,0.0613438289689558,0,0,0.012172719599973,0,0.00865419757239427,0.0220920276915378,0.00752511211323819,0,0,0,0.00332133259423806,0.24631551821455,0.0155641896108086
"20x42",0,0,0.628679336776749,0.0033411829765672,0,0,0,0,0,0.0062157572763107,0.0121704934204155,0,0,0,0.00894497543007358,0.298748162969795,0.0416405433900299
"20x44",0,0,0.635093683164488,0.0405601289169524,0.038685507681071,0,0,0,0,0.0225304324142965,0,0,0,0,0.0305249265814086,0.218332230801466,0.0140007686948575
"20x46",0,0,0.691783995432088,0.025121763109704,0,0,0,0,0,0,0,0,0,0,0.0196711399283604,0.247758257892706,0.0152303752397877
"20x48",0,0,0.737872756093042,0.0361133777581059,0.00667962585377595,0,0,0,0,0,0.0148993193705405,0,0,0,0.0238462878037862,0.167235165884012,0.0131068039727122
"20x50",0,0,0.651292487900035,0.00755061335338084,0,0.00952123630330564,0,0,0,0,0.0243983539782586,0,0,0,0.0125786206349835,0.281681421344913,0.0126691162336765
"20x52",0.00772123781558182,0,0.723353753234507,0.0480013228800384,0.00208380337894827,0.0105343699086964,0,0,0,0,0.0289206796957245,0,0,0,0.0117538765424045,0.153863473617213,0.0135640481997697
"20x54",0,0,0.751002535753406,0,0,0,0,0,0,0,0,0,0,0.0154045107591006,0.0148775041203513,0.218156522299306,0
"20x56",0,0.00419988013628703,0.665471520904836,0,0,0,0.00715259101158416,0,0.00752311905098786,0.00317015607549117,0.0202353817010595,0,0,0.00266201587219624,0.0119125014514983,0.277187286616022,0
"20x58",0,0,0.780492296994616,0.0729317092982815,0,0,0,0.0407486137095237,0,0,0,0,0,0,0,0.0931406712895863,0.0125039126077419
"21x37",0,0,0.623110831590284,0.0339838797076834,0.0304117821680996,0,0.0130172133191426,0.0170038323108511,0,0,0,0,0,0,0.0115183447737906,0.250627383966335,0.0200760641998565
"21x39",0,0,0.586643561477039,0.00932605610934696,0,0,0,0,0,0,0,0,0,0.0199303466046999,0,0.355688125089383,0.0281069791870028
"21x41",0,0,0.668044624440589,0.0141312767118557,0.00116120510971339,0,0.00671346310885146,0.00308095353877057,0,0,0.0490149090342016,0,0,0,0.0210598272252105,0.226237389425409,0.0103733986289781
"21x43",0,0,0.637751436972986,0.00630199259879105,0,0.0027317215739106,0,0,0,0,0,0,0,0,0.0249636578211785,0.318935993795874,0.00901748899658756
"21x45",0,0,0.659954445004648,0.057453664457561,0,0,0,0.0399557306660768,0,0,0,0,0,0,0.0196632555094459,0.222687394489118,0
"21x47",0,0,0.677197353781152,0.0672521639002893,0,0,0.0060902926511684,0,0,0.00695873100820739,0.00184592848305781,0,0,0,0.00313869105490525,0.220366645511483,0.0169128821065284
"21x49",0,0,0.690044963372628,0.0709377916204111,0.00302721619551013,0,0,0,0,0,0,0,0,0.0292622048137421,0,0.196927590277462,0.00949076999182734
"21x51",0.0250665616925073,0,0.719114024645454,0.0435232618482771,0.0144846502253813,0,0.00647419493203385,0,0,0,0,0,0,0,0.0118061230263469,0.145963428403724,0.0333750351298179
"21x53",0,0,0.714740185565248,0.0679152591754822,0,0,0,0,0,0.0246797943272268,0,0,0.029555865506627,0.0228587766671329,0.0140987048792778,0.118023595068685,0.00784539985684715
"21x55",0,0,0.67442636147661,0.0173975116768532,0,0.0317295379017655,0,0.00247785264375566,0,0.0123612275012008,0,0,0,0,0.010470268925582,0.237039827660112,0.0137932325098176
"21x57",0,0,0.67293798294767,0,0.00861353851739627,0.0220112335477542,0,0.00963971586936666,0,0,0,0,0,0.0147766557521478,0.0166502758014268,0.230604310021102,0.0243180772230725
"22x36",0,0,0.557785459700788,0.00164990895693876,0,0,0,0,0,0.00667561846976885,0,0,0,0,0.00404424275501065,0.405977529859548,0.0234044704546415
"22x38",0,0,0.720145187318648,0.00986237881540905,0,0,0.033649524064311,0,0,0,0.0103494054737543,0,0.00691022383946404,0,0.0225110909355126,0.189387285734144,0.0069348083447908
"22x40",0.00500003385716182,0.0213478854999344,0.63284861369804,0,0,0,0,0,0,0,0.00936523603993529,0,0,0,0.0121661602382689,0.297022041648157,0.0219074661022928
"22x42",0,0,0.62977774924547,0.0756299510557518,0,0,0,0,0,0,0,0,0.0103346029272671,0,0,0.272298683141204,0.0116801863625974
"22x44",0.012786106607472,0,0.64366601812124,0.0661837853456505,0.0391502009314649,0,0,0,0,0,0,0,0,0,0.00833436578216841,0.224547643159373,0.00517266339318811
"22x46",0,0,0.640971995263608,0,0,0,0,0,0,0,0,0,0,0,0.0372304822092459,0.300591837455417,0.0206530555683137
"22x48",0,0,0.615805033926355,0.0451782366413304,0,0,0,0,0.00542050617852877,0,0,0,0,0,0,0.305703105089931,0.0275119459762699
"22x50",0,0,0.695718454571331,0,0,0,0.0220308696067917,0,0,0,0,0,0,0,0.0320711566612467,0.24063603042295,0.00917396687084512
"22x52",0,0,0.59905035881629,0,0,0,0,0,0,0,0.142812540906667,0,0,0,0.0503350714627785,0.184595062592393,0.0228942819981308
"22x54",0,0,0.695119971973689,0.0238890026146384,0.00426396582625986,0,0.00100480228252352,0,0,0.00329592400585024,0,0.015194327958433,0,0,0.0106541456079185,0.24085907482287,0.0051506266803937
"22x56",0,0.0107071647998471,0.718161676528941,0.033259140277457,0,0,0,0,0,0,0.00908863074856157,0,0,0.0116165740220491,0.00660177717296669,0.194230601151783,0.016057437738995
"23x35",0,0,0.644263358657045,0,0,0,0.0128878624498276,0.010148954359042,0,0,0.00137287453112698,0,0,0,0.0456193591763906,0.27280346460999,0.0125486639798719
"23x37",0.0241914394559298,0,0.698637569019915,0,0.018674903941677,0,0.0208646107969001,0.00689055825755254,0,0.0644233845015361,0,0,0,0,0.0152989759196327,0.150719281872918,0
"23x39",0,0,0.543603534255969,0,0,0,0,0,0,0.00784584772027231,0,0,0,0,0.0113039419526497,0.408575237620835,0.0274689859408177
"23x41",0,0,0.708996286660971,0.044844323484368,0,0,0,0,0.0154215746205522,0,0.022289934817297,0,0.0174255381878248,0,0,0.17918435259591,0.0106449502576117
"23x43",0,0,0.621718007708223,0,0,0,0,0,0,0.00253471328592458,0,0,0,0,0.0258479296642259,0.333984206671888,0.0154501448576402
"23x45",0,0,0.64612713408603,0.0191292293011335,0.00156154593025264,0,0,0,0,0,0,0,0,0.0325441970629562,0.0331642229077969,0.264847728921477,0.00239358040278833
"23x47",0,0,0.619700768469197,0.131426510154232,0,0,0,0,0,0,0,0,0,0,0,0.238859984443135,0.00979448443071666
"23x49",0,0,0.666374574910204,0.032519015668562,0,0,0,0,0,0,0,0,0,0,0.00669338662852183,0.271042726664703,0.0229389413987541
"23x51",0.0065087688740465,0,0.630857055451035,0.0165082213967161,0.00113251689476912,0,0.00943982813882587,0,0,0,0.0711583418064303,0,0,0.00823090151988303,0.0797472082086248,0.165791176005109,0.0103936324776885
"23x53",0.00186323704317834,0,0.723023799476211,0,0,0,0.00207454227211432,0,0.00661759518600436,0,0,0,0,0,0.0540316525942093,0.211909953949286,0
"23x55",0,0,0.692967852545145,0.0606249526564513,0.0186573783562733,0.0162158403321849,0,0.00150013867897061,0,0,0,0,0.0298072406905277,0,0.0234398476179312,0.149925544968338,0.00667224551526312
"23x57",0,0,0.684493227992469,0.0254030013611499,0,0,0.00831967345733204,0,0,0,0,0,0,0,0.0144221188492978,0.247444966510576,0.0195887170682177
"24x20",0,0,0.668760800247231,0.00228474344773106,0,0,0.0156542311641067,0,0,0,0,0.0135123279888736,0,0,0.0118352088110381,0.285452438968651,0.00221358482474539
"24x22",0,0,0.690093343662103,0.0967654834301974,0,0,0,0,0,0,0.0357893250179161,0,0,0,0.0244075104785578,0.134221735844167,0.0180101432681142
"24x34",0.0352188612015268,0,0.609791618957333,0.0302414316015582,0.0515723420289647,0,0,0,0,0.0179936258518744,0,0,0.020136057429909,0,0,0.234725583112434,0
"24x36",0.00291014604248379,0,0.639755563210536,0.00193054452601008,0.0107089829319277,0,0.012192583499804,0,0,0,0,0.00524404536326676,0,0,0,0.291383449911458,0.0356558884136641
"24x38",0,0,0.709711005877237,0.0389783440466677,0,0.0148823693225746,0,0.0117047750244895,0,0,0.00647174035323065,0,0,0,0,0.189603160958743,0.0284041668638255
"24x40",0,0,0.685054265419353,0.0567694585523476,0,0,0.00162640994147878,0,0,0,0,0,0,0,0.036784690153683,0.211229021781696,0.00824082602343275
"24x42",0,0,0.591614073103241,0.0311642172499598,0,0.0231049942107231,0,0,0,0,0,0,0,0,0.0060439170379439,0.342733567699124,0.00501331188684999
"24x44",0,0,0.504858605121604,0,0,0,0,0,0,0,0,0,0,0,0.0294021742452955,0.455227522284921,0.00997225272803848
"24x46",0,0,0.598873758393432,0.0281742105140783,0,0,0,0,0,0,0,0,0,0,0,0.347601981938806,0.0249158238811486
"24x48",0,0,0.590610896008835,0.0715844881150336,0,0,0.0527637474612161,0,0,0,0,0,0,0,0.00259464376433596,0.269818216306037,0.0122671671764464
"24x50",0,0,0.687475740932851,0,0.00733566742088798,0,0,0,0,0,0,0,0,0,0.0425591805675683,0.229300187842304,0.0329575185976596
"24x52",0.0114130014663655,0,0.643908118786895,0.0729254480758856,0,0,0,0,0.041763070546284,0,0,0,0,0,0.0403735378805064,0.17743483117581,0.0119020950260392
"24x54",0,0,0.680241031115914,0.0124385672340808,0,0,0.0326415565162265,0.0174318013907859,0,0,0,0,0,0,0.0249095195581079,0.230522822147211,0
"24x56",0,0,0.773045628336382,0.0503171696174259,0,0,0.0421451655927932,0,0,0,0,0,0.00664444092449183,0,0.0184113442361074,0.103569354602373,0.00557918439457827
"25x17",0,0,0.70670790568789,0.0448830519050107,0,0,0,0,0,0,0,0,0,0,0,0.229877359128402,0.0180735200084979
"25x19",0,0,0.722642086957757,0.0124239520587257,0,0,0.0160817652267873,0.0172269402355405,0,0,0,0,0,0,0.0112219900923889,0.212628482212251,0.00745434158150601
"25x21",0,0,0.581584617328244,0.0303484092556617,0.0436440825745871,0,0,0,0,0,0.0248123464157191,0,0,0,0.0333002586649493,0.286116606418132,0
"25x23",0,0,0.728772307757086,0.0233144391628453,0,0,0.0241957503431039,0,0,0,0,0,0,0,0.00595110801756457,0.206749440662397,0.0106226552529423
"25x33",0,0,0.665991074952142,0.054503906204678,0,0.0222589840446919,0.00520811787610222,0.00178357650819163,0,0,0.0275230726057112,0,0,0,0.012144958445405,0.206618569717624,0.00371639472594046
"25x35",0,0,0.698423155849892,0.0112285064601221,0,0,0,0,0,0,0,0.0540998252081856,0,0,0.0277297339425917,0.206400854455892,0.00181350296829239
"25x37",0.00279150472722568,0,0.722265384756594,0,0,0,0,0,0,0,0,0.018056875319402,0,0,0.01638667616917,0.240128418428561,0
"25x39",0,0,0.794162243926236,0.0286202612338404,0,0,0,0,0,0,0,0,0,0,0.0241252983458128,0.147594854367578,0.00519851327772385
"25x41",0,0,0.649051511046979,0.0461822785067758,0.0394163610264213,0,0.0101294586697106,0,0,0,0,0.0589786369860564,0,0,0,0.180165495217385,0.0158322457171062
"25x43",0,0,0.610585917797454,0.0575809492482104,0,0,0.00867425996418342,0,0.0047884881466084,0,0,0,0,0,0.0201981858254327,0.29379738215957,0.00402302189619712
"25x45",0.0015750891975156,0,0.537097439381244,0.0197446930637089,0,0,0.0407397779750829,0,0,0.019271642039758,0,0,0,0,0.0150040526967684,0.32651152813658,0.0398425997846696
"25x47",0,0,0.622144779011663,0.0355355605347407,0,0,0,0,0,0,0,0,0,0,0.0117691617897831,0.305357999293608,0.0247880460973418
"25x49",0,0,0.680744220331402,0.0546014112536202,0,0,0,0,0.00976448916129639,0,0,0,0,0,0,0.241122572089043,0.0133118959281158
