"","Interneuron","Microglia","Macrophage","Ependymal","Choroid_plexus","Neurogenesis","Cajal_Retzius","Endothelial_stalk","Mural","Endothelial_tip","Neuron","Entorhinal.cortex","Deep.layer.subiculum","Entorhinal.cortex..IEG.","Dentate.principal","CA1.principle.anterior","CA1.principal","Anterior.Subiculum..proximal.to.CA1","CA3","Lateral.CA3.principal","CA2","Dentate.hilum","Astrocyte","Oligodendrocyte","MyelinProcesses","Polydendrocyte","Layer.6","Layer.5","Medial.habenula","Medial.habenular..lateral.portion","Lateral.habenula","Lateral.Geniculate.Nucleus...LGN.","Lateral.dorsal.thalamic.nuclei..LD."
"merge_spot18",0.0566093347138327,0.010475683596394,0.0193708876370569,0,0,0.0565764394630078,0.012186799413194,0.024414931254265,0.104029407055959,0.0289215682563667,0.0910837090270615,0,0,0.0560897431738411,0,0,0,0,0.0286888060178466,0,0,0,0.260881097873362,0,0.185572458330588,0.00949896462322624,0,0.0170703464310452,0,0,0,0,0.0373010327809607
"merge_spot19",0.32387070288348,0.012961224782251,0,0,0,0,0,0.0167756869925945,0.00599638899909182,0.0571245140127759,0.0806411904512011,0,0,0.0451749788215521,0.0151418295293662,0,0.0390463613076004,0,0,0,0,0,0.244905908017079,0,0.0712473189167052,0.0037675166147253,0,0.00467755505919239,0.0151899903296119,0,0,0.0468181339913795,0.0160656778740741
"merge_spot20",0.12529331088918,0.00610161367879139,0.00960556146563062,0,0.00163619998715588,0.031157053689817,0.0138699983407522,0,0,0.00580976287186451,0.109112343088396,0.0266576656299804,0.101764032335218,0.0837445051285779,0.0110365607234538,0,0,0,0,0,0,0,0.0469768164216579,0,0.107530661649655,0,0,0.29041524432201,0,0.00542433168380328,0,0,0.0218541900281386
"merge_spot21",0.174732715034166,0.00138285406999438,0.0118013240147033,0.0143611730503812,0.0263677731648034,0,0,0.00698332449691307,0,0.0217283670008808,0.211153446557045,0,0,0,0,0,0.0657683844571805,0,0.020283863425062,0,0,0.0149083142435207,0.0969108729355641,0,0.0549412249037304,0,0.00958473709574633,0.221672337283487,0,0.0373650821289106,0,0.00165105077137035,0.007648054043531
"merge_spot22",0.200384551270814,0.00575186306569375,0.010294761337719,0,0,0.0513822774679941,0,0.00311160004825106,0.00385708183090606,0.0361853050238696,0.259314371006165,0,0.00992881421496759,0,0,0,0.046705291171774,0,0,0,0,0,0.150727905945067,0,0.0423265388646417,0.0415921985597229,0,0.0627716245572579,0.028212173993109,0.00124644489920874,0,0,0.0448404337001834
"merge_spot23",0.0993657781160655,0.00253145327342479,0,0,0.0011120755676935,0,0,0.0113116346020031,0,0.0199937053586331,0.265137370908531,0,0,0,0.018207369473462,0,0.106404322103166,0,0,0,0,0,0.0746094334900897,0,0.0402729772898984,0,0,0.333566400300744,0,0.00458536998597492,0,0,0.021583629457769
"merge_spot24",0.0126087775275071,0.00626443072958737,0.0424228323542271,0.00239505465656811,0.00480025264959182,0.0124787381305583,0,0.0394502191598734,0.0391792182886157,0.116709349190674,0.179200461664545,0,0,0,0.0306291054645846,0,0.00566555006072222,0,0,0,0,0,0.075113322343706,0,0.0638260739908743,0.0131141722102693,0.113139950566919,0.219250431152231,0,0.0157118710414327,0,0,0.0064969433822984
"merge_spot25",0.0595956770935993,0.0089546497755849,0,0,0,0.0019642703241323,0,0.00149358569567209,0.00766483228167647,0.02271848823042,0.163693521458574,0,0,0,0.0874236801779946,0,0,0,0.0233069565958526,0,0,0,0.0781345884723777,0,0.0646623395153505,0.00278869702666015,0.0908304468236578,0.380421943461965,0,0,0.00257408947995074,0,0.00280306183834923
"merge_spot26",0.120250200294271,0.0068506179224333,0.0247973319013992,0,0.00146131655330832,0.00760969229207371,0,0.00574454163622933,0,0,0.15019384001073,0.00249881217244207,0.00985819050625688,0,0.0419286134158328,0,0.0318486600062087,0,0.0210261260684593,0,0.0380106210916497,0,0.130390068944048,0.0974633044796777,0.172281946791234,0,0.0153638086878464,0.0704291611156917,0,0.010093940703901,0,0.0243084078524207,0.0164876007692209
"merge_spot27",0.0207382657189165,0.00335322270548097,0,0.0033243019192348,0.0029843839489118,0,0,0,0,0,0,0.0102262746714629,0,0.00582260217259915,0,0,0.00596119106860255,0,0.00404517688222184,0,0,0,0.0288157443875201,0.460582097317064,0.423695312118851,0.0111940387697157,0.0059548631548031,0,0.00388912446253595,0,0,0.00939372599750237,0
"merge_spot28",0,0,0,0.00129772003790729,0,0,0,0,0,0,0.0105759055815405,0,0,0,0,0,0,0,0,0,0,0,0.00841338338911171,0.814746092682519,0.149541135244841,0.00447929330314072,0,0,0,0,0.00143262524934621,0,0.0090533648358715
"merge_spot29",0,0,0.0187089305842491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229418830011154,0,0,0,0,0,0.0549064387283182,0.327725446936019,0.547099516598025,0.0189097398309916,0,0.00619257725629396,0.00506405680973481,0,0.00662891242563403,0.0117945799388532,0
"merge_spot30",0.0282865686697046,0.00891403104446682,0,0,0,0,0,0.00462525259428018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21712820635265,0,0.683715683200402,0,0,0,0,0.00405294098045042,0,0.0530101817372923,0
"merge_spot31",0,0.00146614929089663,0,0.00155555212108995,0,0.0135706117923206,0,0,0,0,0,0,0,0,0,0,0.001382179306705,0,0.00705098857596327,0,0,0,0,0.446059766777699,0.490392945170958,0.0243629977666216,0,0,0,0,0,0.0141051403952541,0
"merge_spot32",0,0,0,0,0,0.0264535711244531,0,0,0,0.00625456682019213,0,0,0,0.00978368154336466,0,0,0,0,0.0350267099608112,0,0,0,0.0893217212952226,0,0.78359232936476,0,0,0,0,0.0168503007719553,0.0243812885488003,0,0.00810089341547759
"merge_spot33",0.0324264499793505,0,0.0309516440888889,0,0,0.0350213917168808,0,0.0217655053521324,0.0041238700287392,0.0082515015501104,0,0,0,0,0,0,0.0224491482171883,0,0,0,0.00205794047085842,0,0.0392679122691546,0,0.796896806567441,0,0,0,0.00661344139819563,0,0,0,0
"merge_spot34",0.00705145017901287,0,0.0144467246560427,0,0,0.00271166341616333,0,0.00565050165247981,0,0,0.00895924419213546,0,0,0,0,0,0.00670470170443094,0,0.0118104647817777,0,0,0,0,0.232472546907616,0.651915644180502,0.0497816474674159,0,0,0,0,0.00842695489939358,0,0
"merge_spot35",0.542410203323263,0.0192121488159977,0,0,0.0184727103666872,0,0,0,0,0,0.0867837127057005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197416477540408,0.107524877137626,0,0,0,0,0,0,0.0277854339608487
"merge_spot37",0,0,0.0510047286915143,0.00890438475071402,0,0.00552345709957324,0.043987706424991,0,0,0.00536825994780645,0,0,0,0,0.834855735965063,0,0.0497820890526958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"merge_spot38",0,0,0,0,0.00557664707188122,0.00260546043320101,0,0,0.0152024913903096,0.0100157533649575,0.244617227441845,0,0.00422193801577462,0.0457724304063398,0,0,0.00364389848373125,0,0,0,0,0,0.0334336541364936,0,0.03835196857922,0.0436996970962719,0,0.505734755216231,0,0,0.00817754831049595,0,0.0374316846361429
"merge_spot39",0.102329576967248,0.00474274643850772,0.002591870692057,0,0.00260800938565124,0,0.021210575032573,0.0105511097651049,0,0,0,0,0.0963182002501423,0.124882081329972,0.0825242609840604,0,0,0,0.0421720416760336,0,0,0,0.00384721472218922,0.00646463656715846,0.0356408960239768,0,0,0.422462773400497,0,0,0,0,0.0407746525510965
"merge_spot40",0.0116054371228673,0.00268546198068866,0,0.00267762298842574,0.00898905047474251,0.0280386219065261,0.0164463577685752,0,0,0,0.235187431231189,0,0.17563686968422,0,0,0,0,0,0,0,0,0,0.0262151307559754,0,0.0471095875056252,0,0.198782711805192,0.143218905816784,0,0,0,0,0.102399482021603
"merge_spot41",0.19382230600003,0.00136215388517754,0,0,0,0.00556082701648451,0,0,0,0,0.0104177438124231,0,0.153194806142719,0.0145619838370034,0.00441134973284242,0,0,0,0,0,0,0,0.0482383315182658,0.157317100223463,0.114104359388097,0,0.0227997572439814,0.218354447005158,0,0,0,0,0.0553531799055475
"merge_spot42",0.217341859881762,0,0,0,0.00249482662623384,0,0.0176746750608225,0,0,0.00455905034523539,0.0688333750575559,0.0101461198988601,0.0947154669095708,0,0.00248836847301589,0,0,0,0,0,0,0,0.046034420136221,0.172701331665248,0.0904159655629196,0.0117912250424374,0.00137276664457217,0.201893318529538,0,0,0,0,0.0560467630268938
"merge_spot43",0.0330598547841857,0.0268446940589223,0,0,0.00820524437286503,0,0,0.00531250483395751,0.00148961408792061,0,0.0424528686780314,0,0.0388930377145361,0.0416808214028471,0,0,0,0,0,0,0,0,0.0613041577335013,0.268059002873204,0.0179973429184229,0.00597688372284923,0,0.418466948535394,0,0,0.00642680868744273,0,0.0235638480719382
"merge_spot44",0.0710411917574941,0,0.00783211218404917,0.00240813259818978,0,0,0,0,0.00391306387121788,0.00503418783089387,0,0,0.0532503955474786,0.0452544430007647,0,0,0,0,0.0203596199824985,0,0,0,0.070944565236672,0,0.0712215968573473,0.041745633798551,0,0.538074835226719,0,0,0,0,0.0682086541910042
"merge_spot45",0.207185114867132,0,0.00496547278413031,0,0.00518910001981549,0,0,0.0132138877007152,0.00180790691052909,0,0,0,0,0,0,0,0,0,0.0109241175070335,0,0,0,0.02946769765186,0,0.124558655520139,0.0500718363555839,0,0.473324531937362,0,0,0,0,0.0784657153067094
"merge_spot46",0.208999470641382,0.00212610303887617,0.00724193832786423,0,0,0.0214577897709134,0.0155980911642909,0.015360186622119,0.00457970249239768,0.00229548711054525,0.291699642507091,0,0.0632507510923028,0.0440896834769465,0,0,0.0298102809064686,0,0,0,0,0.0258768410325878,0.0450264791195238,0,0.0483398633477163,0.00293936684886031,0,0.163034939434907,0,0,0,0,0.00711437784935513
"merge_spot47",0.159258355080667,0.00383423177499867,0,0.0144730503218079,0,0,0,0.0077874739818286,0,0,0.0639839832405244,0,0.124846314519987,0.0531236861143679,0,0,0,0.0209893071790792,0.00463432693519296,0.00767472666098987,0,0,0.0660024559388849,0,0.0574865884672531,0.0227459316849701,0,0.392219117212965,0,0,0,0,0
"merge_spot48",0.176789312609729,0.0031586095276682,0,0,0,0.00225971925364891,0,0.00380543169219752,0,0,0.0466458933970538,0,0.00392962925024193,0.0243579460578109,0,0,0.0101272305592407,0,0,0,0,0,0.101578055074862,0,0.0177799673606829,0.0150527725736122,0,0.528061395598978,0,0,0.00685506123136676,0,0.0584584511820336
"merge_spot49",0.0334793031124822,0.00701884562479904,0,0.00723523997735833,0,0,0,0,0,0,0.0828499846291257,0,0.0247281160871382,0,0,0,0,0,0.0118749666932951,0.0228480183757311,0,0,0.0485938344526397,0,0.113119161782822,0,0,0.559030718822675,0,0.00492656355100818,0.0206725538881542,0,0.0628192330356404
"merge_spot50",0.183458079097205,0.0188639921656727,0,0,0.00395253674603695,0,0,0,0,0,0.0673655173639358,0,0,0,0,0,0.0242919425834966,0,0,0.0236235577448984,0,0,0.0481410105437284,0,0.013627788085568,0.0167325436955001,0,0.571750994882386,0,0.00676306464603981,0,0,0.0203046869167213
"merge_spot51",0.136640155532298,0.00285025893425244,0,0.00344281889924319,0,0,0,0,0.00322113627657427,0,0.18155296234629,0,0.0687822998786553,0.0118250391675371,0,0,0.0295675549888314,0,0,0,0,0,0.0584529938831437,0,0.0418654555500973,0.0043262065172662,0,0.444546549491434,0,0.00543684367537628,0.00689043879491957,0,0
"merge_spot52",0.0379934220012421,0,0.00606608606726412,0,0,0,0,0,0,0,0.351794296962964,0,0,0,0,0,0,0,0,0,0.0034682921788159,0,0.106273052171641,0,0.0499740023572784,0.0361737356935156,0,0.296048512655784,0,0.00941809413996526,0.0165133527145438,0.0853857989150422,0
"merge_spot53",0.0787713213344777,0.00652247284286337,0.0026560233639066,0,0,0,0,0.00381299562197378,0.00453679009043996,0.00990567804806619,0.29697711759491,0,0.111318639139225,0.00717133969582159,0.00486633792458874,0,0,0,0.0319668480993546,0,0,0,0.0449200743075725,0.0151782939600807,0.12746809019511,0,0,0.204001992978297,0,0,0.00782544347313691,0,0.0407725205044554
"merge_spot54",0.0668847544179878,0.00234589571801096,0.00711438404539958,0.00332857500675543,0,0.0200032352522868,0.0124026780034779,0.00331880983407552,0,0.0075882357139356,0.237097092615403,0,0.0118904238103985,0.0589102880131939,0,0,0,0,0,0,0,0,0.0378192842427285,0.0828959981729996,0.141167575666549,0.00300962214317485,0,0.2521244026977,0,0.0144450534981871,0,0,0.0369241389875265
"merge_spot55",0.0586115363990717,0,0.00424500746587318,0.00211757826772826,0,0,0,0.00190596933156466,0,0,0.251353875185961,0,0,0,0,0,0.0859156459992095,0,0,0.0282353832556416,0,0,0.0310616391216412,0,0.016067983583446,0.00204121490878977,0.0160120548879033,0.469407375717811,0,0.00507258468006707,0,0,0.025924206320525
"merge_spot56",0.217684803223313,0.00297553104557954,0,0.00875947530609793,0.00425616023533043,0,0,0,0,0,0.175436469612062,0,0,0.00758788407637024,0,0,0.12691088486059,0,0.00241721255886828,0,0,0,0.0417262897502699,0.00803991927438222,0.0862360258272965,0.0103599384658324,0.0352662444564851,0.242106902741261,0,0,0.00911796262162774,0,0.020451102069452
"merge_spot57",0.19090880448773,0.0023913686232482,0.0045561916554524,0,0.00418115865594049,0,0,0.00432183805262577,0,0,0.177997905422886,0,0.021072249728794,0,0,0,0,0,0.0206761234488367,0,0,0,0.0349826547935974,0.0748313312852426,0.0342241139695404,0,0,0.392387096782878,0,0.0133375740611062,0,0,0.0234553023739391
"merge_spot58",0.0256195587879385,0,0,0.0012628639028279,0.0101422301702595,0,0,0.00416311844272477,0.00199341163796096,0,0.394999098645153,0,0.0289089180587975,0,0.0059279021909874,0,0,0,0.0138177560027605,0,0,0,0.03126836422982,0.0316291965478521,0.0267772427345552,0,0.0537271335513047,0.368263424175336,0,0,0,0,0
"merge_spot59",0.0350171660539383,0.00144051333177387,0.00159551354091707,0.00166236074654363,0.00538267487197416,0,0,0,0.00203872340822415,0,0.380685916745793,0,0.0327250478662814,0,0,0,0,0,0,0,0,0,0.0181436557033203,0,0.0252656635015123,0.00378107041079097,0.00338447332725692,0.470796116901695,0,0,0,0,0.0173326029066658
"merge_spot60",0.131082594008352,0,0.0073417420096737,0.00695842715121129,0,0,0,0,0,0.00222017587446402,0.41108750033587,0,0.0401366822139706,0,0,0,0,0,0,0,0,0,0.0265734889777786,0,0.0320308888292151,0.00302788094814125,0,0.330874621871673,0.00691731624656442,0,0,0,0
"merge_spot61",0.286988076189644,0,0,0.00338347163589052,0.00711633954570194,0,0.0337354090951126,0.00659114549664099,0.00173982182946605,0.00310350370535877,0.306578256357561,0,0.0128376455187407,0.0240458519077661,0,0,0,0,0,0,0,0,0.0632468534293159,0,0.0394931031964478,0.0219729955174038,0,0.157066505159103,0,0,0,0,0.0315310614048163
"merge_spot62",0.0613890864660968,0.00691370018204137,0.0114240841408414,0.00111539408015405,0,0,0,0.00795054673896791,0,0.00197895141672823,0.262001724090833,0,0.0452598063093015,0,0,0,0.0438862701047706,0,0,0,0,0.0181853145251984,0.0815113991465463,0,0.0335606125543027,0,0,0.42409673101935,0,0,0,0,0
"merge_spot63",0.126788415239459,0.0185205082168651,0.0134009401761029,0,0,0.0205731313921912,0,0.0163352005604232,0,0.0119408992899139,0.132276740525018,0,0,0.033500687803425,0,0,0,0,0.115365145471369,0,0.0404250430591806,0,0.271025108141848,0,0.0977121029600237,0,0.0121939470924145,0,0,0.042167383567797,0.00936093788264121,0,0.0378509118432252
"merge_spot64",0.018553013186446,0.0256882562239746,0.0309261282487493,0.0271745059139543,0,0.0842856598327752,0.00616700868353032,0.00453093745451104,0.0180124049348263,0.116116605999036,0.0897243071124303,0.00534769853454723,0,0.0228909691041408,0.0563216483826873,0,0,0,0,0,0.155242627020309,0,0.22113043611616,0,0.0588038075038696,0,0,0,0,0,0.0275140170891793,0.0308179564288705,0
"merge_spot65",0.111246478734689,0.00266270405290028,0.00559092250467587,0.0112959509416147,0,0.0469473158428453,0,0.0159819671042621,0.0144368622956919,0.0205488315290705,0.0192731713161993,0.0424744058010948,0,0,0,0,0,0,0,0,0.00614992691492885,0.00232943605412021,0.0822171529984079,0.452972608106435,0.126990536240628,0,0,0,0,0,0,0.0387836766959874,0
"merge_spot66",0.105031407416653,0,0.00526366980717407,0.00571668598818072,0,0,0.00206135405366683,0,0,0,0,0,0,0,0,0,0,0,0,0.0135872321262265,0,0,0.0116676802914127,0.447746542264019,0.395304414872406,0,0,0,0,0,0,0.0134937965276162,0
"merge_spot67",0.00921638082618866,0,0,0,0,0.0161723054481242,0,0,0,0,0,0,0,0,0,0,0,0,0.00592381217793579,0,0.00980252380517569,0,0,0.0692429794550233,0.75855278277629,0.092945895151271,0.0273321609813117,0,0.00199643219505361,0,0,0.00865850052613487,0
"merge_spot68",0,0.0170565423158877,0.00247252202185016,0.00913006913043967,0,0.0345313537208468,0,0.00271436751779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233952213576713,0.291311386436713,0.621258676756822,0,0,0,0.00781645573729721,0,0,0.0112498156490487,0
"merge_spot69",0,0.0026046149339698,0.00781543711656671,0.00339377609374222,0,0,0.0077674157398627,0.0021071364000066,0,0,0,0,0,0,0.00210106554289674,0,0,0,0,0,0,0.010287005541094,0.0210744338319511,0.453219397263481,0.44471159535647,0.0257905690036835,0,0.00390040761735934,0,0,0,0,0.0151379394073681
"merge_spot70",0,0.00339062183086265,0,0.00427890089092068,0,0,0.00605632774415494,0,0,0,0,0,0.00698105616561576,0,0,0,0,0,0,0,0,0,0.0154784970618002,0.501935190194231,0.433287038482806,0.00313762433603014,0.0218009909594655,0,0,0,0,0.00353439837062569,0
"merge_spot71",0,0.00328931939090111,0,0.00121560710214551,0,0,0,0,0,0,0.00733000918989197,0,0,0,0,0,0,0,0.00741738790584584,0,0,0,0.0581115769046548,0.181001793266185,0.667048699543325,0.0595885172678417,0,0,0.00630685482974296,0,0.00724279644256371,0,0.00129915753087373
"merge_spot72",0,0,0.0157360731473996,0.00308977322375111,0.00532278748828916,0.0483856736201395,0,0.0232350648200782,0,0,0,0,0,0,0,0,0,0,0.0147285334760353,0,0.0377203766571927,0,0.130837422858643,0,0.625661170061892,0.0761072457798121,0.00190295299931405,0,0,0.0166186617684221,0,0,0
"merge_spot73",0.00537425949212814,0.0138193048840458,0,0.00544722971154625,0,0.018440835370738,0,0.00240998875941167,0,0,0.00951503420571508,0,0,0,0,0,0,0,0,0,0,0,0.0043313196812093,0.229362205573317,0.665083144841209,0.0339048711032132,0,0,0,0.00696152862329115,0.00520314122659884,0,0
"merge_spot74",0.0869182961194995,0,0.00603777841691958,0.00387565557603529,0.0047953660340121,0.0381322505068732,0,0,0,0,0,0.0103868375626103,0,0,0,0,0,0,0,0,0.0119987717830595,0,0.0305271540394946,0.103361515354283,0.604324869926683,0.0481251349528194,0,0,0,0.0209108009651087,0,0,0.0299936959374764
"merge_spot75",0.489284422283355,0.00866960271043303,0.0253399411455363,0,0,0.00801569343044627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040291381676995,0,0.0664515171207612,0,0.280897918117396,0.00476251465004807,0,0,0,0.0409650976631758,0,0.0347575953739732,0
"merge_spot76",0.505100573194344,0.00277626653049757,0,0.0101754103393158,0,0,0,0.00129786876423713,0,0,0.00506701093129735,0,0,0,0.0531229553198321,0,0.0347392414533132,0,0,0,0.00988696256390612,0,0.0795365761719154,0,0.221228995412274,0.0450296700291261,0,0,0,0.0314518250480405,0,0,0
"merge_spot77",0.103941323697021,0.00371504330476714,0.00732585575604175,0.0117137202525297,0.0129284012094878,0.0028771033438644,0,0.0256502508741452,0.0170153692331994,0.0274040644797136,0.116068033536197,0,0,0,0.0562008200989347,0.113626321919867,0.0647576020181267,0,0,0,0.106953759134403,0,0.128757970808056,0,0.118756059175322,0.0320372594317964,0,0.00564458132334545,0.0222138077335531,0.021451009381046,0,0,0
"merge_spot78",0.0119330239059988,0.00239016647628039,0.00904649684766078,0,0,0.00836588516656173,0,0.00225956278817514,0,0,0.0134171470481221,0,0.0185619424729606,0,0.0147153249244309,0.39529276729015,0.280429886526607,0,0.0578691889322865,0,0,0,0.0382363116061485,0.0575885212576462,0.0748248000960945,0,0,0,0,0.0139297856136201,0,0,0
"merge_spot79",0.0407675172765001,0.00252697401090114,0.00887279465016937,0,0.0061684643152148,0,0,0,0,0.00278640275925228,0.00428426470156461,0,0,0,0.0123438246576102,0.574111832119781,0.282890448121443,0,0.0248698907110266,0,0,0,0.00287863725962517,0,0.0076596120148154,0.0029937772773968,0,0.00384872876692555,0,0.0018960933298359,0,0,0.0189783612018853
"merge_spot80",0.0831009458935305,0,0.00192119220403287,0,0,0.0314000187111878,0,0,0,0,0,0,0,0.0821889929492603,0,0.259054527597135,0.426001642962946,0,0.0285736314200399,0,0,0,0.0458883879843198,0.0205244855519777,0,0.00503354945304873,0,0,0.015354432559117,0,0,0,0
"merge_spot81",0.280400987566833,0.00712681061011588,0.013904554913496,0,0.00677171753684927,0,0.0160762985620797,0.0251103166590703,0.00243311964176536,0,0.0504001049013832,0,0,0.0533785874461122,0,0,0,0,0,0,0,0,0.0704574705257247,0,0.0283208930408172,0.00564909089241288,0,0.415365060745536,0,0,0,0,0.0236858401328096
